timestampNs,ax,ay,az,gx,gy,gz,speedMps
0,-0.384407,-0.211129,-0.582289,-0.041785,0.095639,-0.032599,19.871111
100006319,1.054644,0.496689,0.625274,0.034002,0.099744,0.173490,19.973054
200012639,0.140274,-0.510512,0.707881,-0.114344,0.019907,0.039169,19.941948
300018958,0.466853,-0.814640,1.740051,0.020450,-0.009952,0.006773,19.966977
400025278,-0.145470,0.845128,-0.408161,-0.131502,-0.036254,0.032365,20.138054
500031597,-0.485545,1.000615,-1.155453,0.008496,-0.028041,-0.059223,20.131132
600037917,-2.625544,1.655956,-1.045657,-0.054846,-0.048472,-0.132502,20.196162
700044236,0.537532,0.559937,0.193325,-0.021417,0.078828,0.121197,20.330029
800050556,-0.750826,0.635218,0.737687,-0.008257,0.040350,0.113864,20.396104
900056875,2.181693,1.474332,0.472150,-0.008515,0.192088,0.043010,20.382032
1000063195,1.701145,-0.229155,-0.382064,-0.048158,-0.248805,-0.114748,20.536121
1100069514,-2.317075,1.193096,0.667925,0.134561,0.038554,-0.193811,20.551195
1200075834,-3.613305,-1.410551,-1.309448,0.191711,-0.232222,-0.393060,20.671166
1300082153,0.340488,2.070770,-0.774998,0.007353,-0.004796,0.066135,20.743912
1400088473,1.499414,1.258092,0.092099,-0.169139,-0.178377,-0.134124,20.772101
1500094792,0.536213,0.896403,0.027504,-0.132000,0.073922,0.172272,20.948906
1600101112,-2.405805,0.811675,-0.045059,-0.095377,-0.026079,0.035293,20.967020
1700107431,0.555478,0.795066,0.894986,0.094321,0.134583,0.088090,21.041987
1800113751,1.220017,0.559665,1.629753,0.113946,0.110542,0.067993,21.081094
1900120070,0.928768,0.888976,0.238289,0.005559,0.186344,-0.075755,21.066044
2000126390,-0.475175,1.008208,0.000951,-0.011251,-0.012548,-0.038300,21.010129
2100132709,0.069444,1.356248,-1.310833,-0.007112,0.033571,0.039947,21.111852
2200139029,-0.571720,0.734121,-0.202090,0.099700,-0.004688,-0.150407,21.042106
2300145348,-0.441629,-0.069843,1.299995,0.050999,0.040470,-0.009645,21.158067
2400151668,-0.570475,-3.515994,-0.020247,0.174653,-0.159336,-0.108447,21.166157
2500157987,-0.441435,-1.749920,-1.806860,-0.181612,-0.017881,-0.074758,21.196127
2600164307,2.733377,1.939044,-0.442897,0.292944,-0.210922,-0.397265,21.206229
2700170626,2.502261,1.706769,-1.505040,0.084943,-0.028147,0.222853,21.278155
2800176946,0.995325,-0.704040,0.024713,0.084341,-0.288565,-0.320626,21.335961
2900183265,-2.241600,-0.294673,0.443097,0.112698,-0.095621,-0.017299,21.251487
3000189585,0.361567,0.231007,0.025567,-0.014618,0.067577,-0.014832,21.456062
3100195904,-0.254990,0.546304,0.150664,-0.011041,0.088375,0.073324,21.430366
3200202224,0.939964,2.711382,-1.460031,-0.157065,0.078079,0.125304,21.617066
3300208543,-2.126863,0.352806,0.314020,-0.030275,0.121221,0.076050,21.677153
3400214863,0.485999,0.457970,-0.610475,-0.110819,0.180929,0.194776,21.777196
3500221183,-1.435393,-0.063731,1.136863,0.019853,0.016114,0.044462,21.894150
3600227502,-0.197301,0.169703,-0.305342,-0.103944,0.031392,0.041365,22.011790
3700233822,-2.045407,-0.183030,0.658733,0.091307,0.022996,0.025713,21.944223
3800240141,2.200853,2.838951,-0.471984,-0.100548,0.294411,0.083222,22.087141
3900246461,-2.611838,-0.205859,0.969957,-0.024122,-0.211121,-0.074132,22.169170
4000252780,-0.104940,0.231535,-0.852535,-0.198424,0.035293,0.235734,22.283495
4100259100,-1.119781,0.200298,1.498836,-0.014446,0.116155,0.010677,22.456789
4200265419,-2.250750,-0.135410,0.959254,-0.081750,0.156678,0.193485,22.397568
4300271739,-0.604269,-1.501279,0.054809,-0.136576,-0.127732,-0.000785,22.632058
4400278058,-0.774179,-0.337309,0.484454,-0.059848,-0.051161,0.040241,22.673809
4500284378,0.131684,1.036657,0.249710,0.018969,0.005763,0.105468,22.645574
4600290697,0.267523,-0.241115,-0.827355,-0.057998,0.001434,0.024231,22.846875
4700297017,-0.806612,-1.538324,0.831480,-0.094117,0.049621,0.033112,22.822972
4800303336,-0.856611,-1.723149,1.669282,0.094921,-0.058791,-0.050947,22.795616
4900309656,0.409483,-0.378772,0.239051,0.119892,-0.072306,-0.130455,22.997981
5000315975,-0.275365,0.394841,-0.539609,-0.359546,-0.083720,0.110261,22.973984
5100322295,-3.155049,-0.050765,1.719544,-0.073815,0.113091,0.287390,23.004363
5200328614,0.671537,0.301936,-2.028224,-0.264048,0.089983,0.005067,23.151190
5300334934,-1.265851,-0.265067,0.599846,-0.072349,-0.065424,-0.036957,23.175157
5400341253,0.641041,1.446971,-2.182860,-0.280563,0.008566,0.123640,23.222286
