timestampNs,ax,ay,az,gx,gy,gz,speedMps
0,0.126584,-0.745942,-1.184406,0.085962,-0.125860,0.030724,21.856944
100088967,-0.882499,-0.184095,0.453761,0.053082,-0.053861,-0.065219,21.833905
200177935,-0.360220,-0.409699,0.214373,-0.075578,-0.137421,0.181696,21.851979
300266903,0.884296,0.788623,0.235283,-0.014851,-0.102313,0.026989,21.871116
400355871,0.545751,0.104358,-1.255636,-0.018909,-0.112006,0.017488,21.873305
500444839,0.101571,0.169262,-0.382060,0.008958,-0.131955,0.031094,21.942847
600533807,-0.082689,-1.524652,-0.156207,-0.061747,-0.114310,0.134161,21.896245
700622775,0.489321,-1.048394,0.844680,0.057904,-0.043104,-0.062665,21.921284
800711743,0.195544,0.110652,0.659574,0.028021,0.097994,0.006569,21.949154
900800711,-0.888375,1.805910,1.644941,0.170021,0.063854,-0.321586,21.986752
1000889679,1.111435,0.195763,-1.181838,-0.040963,-0.152154,0.195411,22.065844
1100978647,-0.576736,0.859918,-1.320335,0.211644,-0.083510,0.067322,22.036130
1201067615,-0.563271,-2.113547,-0.741176,-0.196516,-0.226735,-0.012695,22.038782
1301156583,-0.054076,0.828496,0.932449,0.094931,-0.160886,0.008669,22.105925
1401245551,0.753756,0.027608,0.319326,-0.021173,-0.129288,0.123606,22.091010
1501334519,-0.717970,1.640994,1.017337,0.132976,-0.202551,-0.051620,22.171322
1601423487,-0.745106,-0.409793,-1.074200,-0.196713,-0.146513,0.228535,22.188056
1701512455,1.351686,-1.568255,-2.854451,0.120829,-0.249729,0.196847,22.264605
1801601423,-1.900601,-3.052991,-0.780227,-0.298163,-0.407478,0.139853,22.239467
1901690391,2.939945,2.509636,-2.004331,-0.206183,-0.095204,0.264569,22.275657
2001779359,1.494052,-2.422320,1.419671,-0.418559,-0.209089,0.055715,22.315456
2101868327,-0.004491,1.112284,-0.401932,-0.063548,-0.046145,0.119931,22.401944
2201957295,-0.823497,-2.213632,-0.257324,-0.182667,-0.250379,0.208407,22.402765
2302046263,0.688272,1.608731,0.807328,-0.028308,-0.104265,0.053206,22.443991
2402135231,-0.547707,-1.349210,-0.003237,-0.075543,-0.172057,0.161344,22.450645
2502224199,-0.399386,1.453814,1.145017,0.053526,0.038893,-0.081385,22.531352
2602313167,-0.380931,0.972910,-0.335506,-0.041568,-0.195524,0.119208,22.541810
2702402135,-0.662866,3.801009,0.690256,0.064260,0.110104,-0.164774,22.536805
2802491103,0.645077,-3.822889,-1.692069,-0.144470,-0.455858,0.230509,22.565097
2902580071,-0.226205,0.948749,0.849231,0.155154,0.016445,0.012022,22.569305
3002669039,0.029844,-3.049095,-0.577210,-0.068564,-0.415670,0.152181,22.584896
3102758007,-0.322528,4.362012,0.533298,0.237557,-0.067014,-0.212069,22.580889
3202846975,-0.533863,-0.170785,-1.506863,-0.145646,-0.001637,-0.002754,22.573483
3302935943,-0.141262,1.498802,0.785758,0.015458,0.240393,-0.112958,22.587762
3403024911,-0.785387,-1.875285,0.587444,-0.160034,-0.072698,0.196441,22.579232
3503113879,-0.271815,-1.045017,-0.343957,0.132254,-0.047040,-0.058562,22.617005
3603202846,-0.747073,-0.445151,0.749429,-0.160608,-0.152591,0.060564,22.618987
3703291814,-0.389905,-0.499776,-0.929831,0.067077,-0.097871,0.119256,22.620765
3803380782,-0.101437,0.731686,0.351422,-0.188212,-0.065872,-0.020929,22.588233
3903469750,-1.650203,-1.010846,0.499937,-0.131614,-0.072937,0.100207,22.648927
4003558718,0.643842,1.367945,0.392431,-0.067884,-0.009330,-0.050508,22.649862
4103647686,-0.067221,-1.783462,-0.225215,-0.130954,-0.149828,0.189346,22.646912
4203736654,0.289353,1.018179,0.983153,-0.004755,-0.198357,0.161751,22.666706
4303825622,-1.002873,0.537565,0.944071,-0.150971,0.030664,-0.017802,22.635356
4403914590,-0.512706,0.627812,-1.115655,0.049180,-0.089438,-0.068172,22.719545
4504003558,0.348200,-0.907576,-0.909889,0.000005,-0.098237,0.103614,22.679943
4604092526,-1.425187,-0.962363,1.119965,-0.064967,-0.029889,0.148202,22.652320
4704181494,0.191855,0.408002,0.150906,0.014591,-0.067200,-0.059626,22.664665
4804270462,0.125493,-1.292445,0.070898,0.065737,0.040342,-0.072363,22.745850
4904359430,-0.139813,-0.036838,0.461274,0.101489,0.035289,0.009841,22.732153
5004448398,0.099465,-1.734185,0.303961,-0.010232,0.099869,-0.012015,22.555996
5104537366,0.815249,1.083400,-0.444131,0.066589,0.043095,-0.109400,22.482200
5204626334,-0.966600,0.642898,-0.536150,0.148305,0.125244,-0.067401,22.743104
5304715302,-0.448861,0.904473,0.821142,-0.007921,0.102104,-0.085939,22.825900
5404804270,-0.377117,-0.679030,-0.747882,0.047991,0.073789,0.034434,22.745938
5504893238,-0.272193,0.338982,0.090513,-0.007354,0.118808,-0.163004,22.799780
5604982206,-0.103192,-1.527337,-0.881449,0.067994,0.106877,-0.023267,22.734257
5705071174,-0.331761,1.024496,0.412966,0.079343,0.172433,-0.193903,22.701072
5805160142,-0.461317,-1.410476,-0.117466,-0.042279,0.000949,0.054410,22.738232
5905249110,0.431744,1.213502,-0.491056,-0.091270,-0.053839,0.086440,22.669796
6005338078,0.664078,-0.672245,-0.224378,-0.065087,0.093720,-0.068650,22.665192
6105427046,0.568458,1.310502,-0.418999,-0.082375,0.063472,0.032361,22.650683
6205516014,0.799777,0.607686,0.099978,-0.125891,0.002289,-0.007480,22.684381
6305604982,-0.908156,0.474916,1.077629,-0.118430,0.024808,0.019442,22.721394
6405693950,-0.834519,0.286501,0.351046,0.000714,0.006875,0.070878,22.645076
6505782918,0.145581,0.967960,0.033435,-0.005576,0.021903,0.023830,22.696077
6605871886,0.327319,-0.210869,-0.198509,0.005734,0.037624,-0.074798,22.684587
6705960854,-0.983535,-0.984853,0.311607,0.087940,0.094438,-0.104786,22.728733
6806049822,-0.880767,-0.053632,1.044449,0.096230,0.218093,-0.036200,22.757365
6906138790,-0.084538,-1.171744,0.623450,-0.016219,0.065804,-0.138067,22.766958
7006227758,0.387811,0.926744,-0.186184,0.024096,0.004307,0.022326,22.817574
7106316725,-0.786573,-2.277404,0.613779,0.190155,0.122649,-0.036234,22.871529
7206405693,0.855906,0.119796,-0.465085,0.062994,0.086442,-0.123336,22.851647
7306494661,-0.486610,-1.253966,-0.260571,0.079869,0.132218,-0.180925,22.892143
7406583629,0.050493,1.404658,0.900533,0.147180,0.270074,-0.010637,22.899535
7506672597,0.218813,-1.964824,1.309180,0.075669,0.113299,-0.176771,22.956215
7606761565,-0.635086,-0.643473,0.318662,0.005762,-0.003042,-0.079596,22.861060
7706850533,0.127375,-0.477130,-0.141480,-0.050735,-0.063770,0.100194,23.024036
7806939501,-0.024386,0.330513,-0.393390,-0.048838,-0.056043,0.025249,22.965265
7907028469,-0.650244,1.088042,0.689930,-0.159587,-0.105094,0.148475,23.063780
8007117437,-1.174166,-2.010508,0.600940,-0.175525,-0.148244,0.181672,23.082935
8107206405,-0.130346,1.211016,-0.399214,-0.169114,-0.101346,0.111474,23.017612
8207295373,-0.111253,-0.102749,0.411442,-0.099069,0.003679,0.112359,23.034756
