timestampNs,ax,ay,az,gx,gy,gz,speedMps
0,-2.505150,-1.278464,-0.761072,0.455301,0.189488,0.237014,11.263056
100008707,4.084034,7.220614,0.808038,0.801366,0.350498,0.528661,11.276958
200017415,0.576021,0.461777,0.342981,-0.353317,-0.040319,-0.203620,11.430032
300026123,2.838329,6.234491,1.997362,0.344330,0.084799,0.218645,11.611962
400034831,0.122244,1.530454,0.119917,-0.688330,-0.290502,-0.421975,11.678098
500043538,0.401437,2.320264,-0.013371,-0.385822,-0.134474,-0.287697,11.800071
600052246,-0.892160,6.304785,2.102542,-0.218442,-0.147399,-0.112220,11.961954
700060954,-2.119557,-1.311696,-1.242089,-0.703953,-0.149658,-0.331510,11.980093
800069662,1.122763,7.733625,1.814865,0.380971,0.152348,0.349269,12.133182
900078369,1.723025,-3.209352,-0.300543,-0.390141,-0.102877,-0.143374,12.313902
1000087077,-3.168218,-4.927931,-1.110223,0.752942,0.302309,0.589134,12.330133
1100095785,3.490856,5.417246,1.700017,0.285025,-0.021270,0.074855,12.483213
1200104493,1.538320,-0.561262,-0.579160,0.407949,0.043323,0.223122,12.647067
1300113200,-1.067972,-3.079193,-0.999908,0.454706,0.056855,0.324097,12.763957
1400121908,-1.200866,-2.608717,-0.862988,-0.002268,-0.134928,0.040955,12.824018
1500130616,-1.090185,-0.584484,-0.133227,-0.089715,0.145755,-0.081206,12.930213
1600139324,-1.390059,-4.203059,-1.355625,-0.360249,0.057826,-0.233110,13.093217
1700148032,0.440354,-0.772958,0.196147,-0.282226,-0.093311,0.072537,13.209007
1800156739,1.830061,1.779498,0.606371,-0.179288,-0.100899,-0.166489,13.288969
1900165447,-0.522011,-0.901453,-0.550731,-0.228737,-0.106448,-0.164540,13.340176
2000174155,0.837110,2.313016,0.620802,0.216980,0.054788,0.135432,13.446050
2100182863,-1.127668,0.444474,-1.023110,-0.073580,0.066984,0.035347,13.410807
2200191570,-0.010657,-2.492653,0.096783,0.332335,0.170959,0.281246,13.245147
2300200278,0.495900,3.270009,0.521354,0.120128,-0.018490,-0.011807,13.321947
2400208986,0.410301,0.698992,0.332096,0.232121,0.050554,0.131773,13.322968
2500217694,0.182218,0.829627,-0.303713,0.016696,0.021278,0.104822,13.281141
2600226401,0.442437,-1.623599,0.237160,0.105947,0.145072,0.202087,13.295188
2700235109,0.661482,0.984860,0.810218,0.170327,-0.034276,0.019505,13.377677
2800243817,-1.373031,1.298111,-1.103380,-0.093997,-0.076211,-0.047899,13.217025
2900252525,0.630945,1.146146,-0.022752,-0.042685,-0.042248,-0.134155,13.250038
3000261233,-0.303343,1.227074,0.094344,-0.146948,-0.129559,-0.178478,13.264843
3100269940,0.992139,-2.751166,0.424297,0.021065,-0.082442,-0.123901,13.204892
3200278648,0.239315,2.378726,-0.843092,-0.057401,-0.054405,-0.175034,13.164899
3300287356,-0.041881,1.375756,-1.072107,-0.048988,0.134089,0.064487,13.128926
3400296064,0.836520,1.827056,1.240038,0.009605,0.070352,-0.034125,13.141794
3500304771,-0.428375,1.268604,-0.424779,0.188563,0.023326,0.092497,13.091092
3600313479,0.522652,0.622994,0.091561,0.156190,0.148551,0.088927,13.084834
3700322187,0.190478,2.888088,0.146082,0.149446,0.012458,0.076789,13.032061
3800330895,0.949233,-0.088538,-0.053274,0.031214,0.052577,0.106272,13.067999
3900339602,1.190005,2.794402,0.544326,0.036144,0.015284,-0.142747,13.050907
4000348310,0.290209,3.532293,0.646747,0.176583,-0.071876,-0.010717,12.991170
4100357018,0.755259,0.960142,0.540406,-0.119311,-0.069857,-0.160812,13.007927
4200365726,0.433508,2.421304,0.340575,0.261692,0.052074,-0.023084,12.972010
4300374433,-0.024223,3.703028,-0.818662,0.160986,0.194123,0.113992,12.989817
4400383141,0.817906,2.605379,0.874621,-0.064385,0.108744,-0.102272,12.941383
4500391849,1.519904,2.129338,0.560692,0.131040,-0.005854,0.126299,13.011807
4600400557,0.074213,3.246153,-0.252311,0.178885,0.016997,0.150253,12.977105
4700409265,1.023630,1.456358,0.914711,0.198472,-0.068745,-0.137788,13.016695
4800417972,0.701762,3.087319,0.400397,0.041608,-0.010128,-0.199944,12.956119
4900426680,0.350451,0.578901,-1.211253,-0.089829,0.089743,-0.006201,12.957995
5000435388,0.693665,1.878437,-0.707863,0.119143,0.022140,-0.005002,12.944215
5100444096,0.604543,3.022332,0.578668,0.213730,0.059115,0.117125,13.018849
5200452803,0.227375,2.078414,-0.533587,0.162248,0.030372,0.121884,13.009253
5300461511,0.949940,1.143386,-0.126427,0.050309,0.043838,-0.049670,12.846722
5400470219,-0.973015,2.469397,-0.451390,0.197201,0.107842,0.021077,13.217086
5500478927,2.615947,2.700910,0.935115,0.001935,0.034046,-0.027448,13.011791
5600487634,0.044127,2.701603,-0.036737,-0.023717,-0.017464,-0.132479,12.981131
5700496342,0.328295,4.114997,-0.129347,0.041395,0.089794,-0.066746,13.211458
5800505050,0.542526,1.588905,0.364437,0.050612,0.000961,-0.055653,13.113481
5900513758,1.026335,2.761763,-0.053875,0.286092,0.053151,0.121048,13.033056
6000522466,1.171517,3.879951,-0.116763,0.104251,0.056540,0.017703,13.034424
6100531173,0.584184,4.089746,-0.251154,0.349372,0.164893,0.232596,13.295803
6200539881,-0.624736,3.732359,-0.111105,0.236303,0.103102,0.046735,13.445711
6300548589,1.006225,2.153639,0.209858,0.259219,0.154471,0.052362,13.371698
6400557297,0.537540,3.502282,0.843025,0.411187,0.027393,0.153668,13.328149
6500566004,-0.325751,3.094462,0.163576,0.117840,0.042234,0.033032,13.542098
6600574712,0.505624,3.489918,0.222528,0.139083,0.155994,0.079109,13.375005
6700583420,-1.024855,3.658899,-0.174907,0.026495,0.068606,0.062297,13.567746
6800592128,-0.080091,2.914346,-0.117416,0.006007,-0.016316,-0.058009,13.514757
6900600835,0.297197,2.109002,-0.163558,0.168150,0.122617,0.064212,13.474947
7000609543,-1.253876,2.192358,-0.065715,0.160274,0.065477,0.026569,13.649939
7100618251,-0.198377,2.185548,-0.388146,0.363913,0.135530,0.182789,13.640550
7200626959,-0.642943,3.596646,0.262349,0.249783,0.095113,0.033465,13.728971
7300635667,-1.380365,2.419710,0.454183,0.278970,0.056133,0.118099,13.742797
7400644374,1.171473,1.965301,0.613419,0.419344,0.227694,0.152063,13.876104
7500653082,-0.745585,-2.255538,-0.858649,0.154498,0.078380,0.067940,13.875726
7600661790,-0.166226,1.542369,-0.150942,0.274888,0.167093,0.149930,13.986335
7700670498,-0.435298,-2.304881,-1.914119,-0.298150,0.103439,-0.297934,14.021073
7800679205,-1.787579,3.142829,0.173800,0.176399,0.070034,0.112679,14.179572
7900687913,-1.586715,2.622830,-1.451928,-0.486510,-0.199372,-0.330922,14.116979
8000696621,0.349277,-4.416867,-0.489310,-0.410078,-0.085975,-0.354149,14.122461
8100705329,-1.574830,1.493036,-1.652009,-0.164004,-0.092015,-0.194579,14.196209
8200714036,-3.078828,-2.240550,-0.177609,-0.375443,0.025128,-0.228931,14.210500
8300722744,1.804263,-2.118044,1.270384,0.409283,0.318099,0.365381,14.280412
8400731452,-1.678734,4.768018,0.308941,0.446396,0.151985,0.141362,14.337903
8500740160,-2.490281,-2.264897,-2.460748,0.186494,0.137803,0.079465,14.466641
8600748867,-1.961320,4.930565,-0.176591,0.443256,0.154655,0.230220,14.277895
8700757575,-0.909818,0.816754,0.241027,-0.184431,-0.071587,-0.102998,14.406103
8800766283,0.324452,-0.836098,-0.105649,-0.033567,0.028494,-0.021395,14.696041
8900774991,-0.398601,3.345079,0.822260,-0.077889,0.023623,-0.118343,14.686712
9000783699,-0.957191,3.608013,-0.498182,0.077835,-0.014780,0.005636,14.657619
9100792406,-0.992180,3.909359,0.032115,-0.295059,-0.020900,-0.174772,14.743815
9200801114,-1.273391,-1.515101,-0.560756,-0.279936,-0.048037,-0.243355,14.839249
9300809822,-0.779266,3.809510,1.001979,0.008477,-0.026130,-0.051366,14.884820
9400818530,0.095088,0.016329,0.456367,-0.080677,-0.062260,-0.132320,14.999398
9500827237,-1.731266,3.188439,0.885252,0.139352,0.016809,-0.037867,15.060523
