timestampNs,ax,ay,az,gx,gy,gz,speedMps
0,1.362329,0.663312,0.265451,-0.138770,0.149469,0.132381,29.938056
100031887,1.934118,2.259004,-1.684765,-0.117289,-0.035823,0.196926,30.079971
200063775,2.221837,-0.933125,-0.923832,0.045382,0.067410,0.160357,29.988909
300095663,1.017554,-2.914644,-1.046080,-0.747951,0.054843,-0.053768,30.020123
400127551,1.972492,2.578322,-1.488481,0.525971,0.045480,-0.311850,30.147982
500159438,-2.705489,3.127684,0.831645,0.066056,0.310657,-0.119735,30.090293
600191326,0.604871,3.716305,-2.766495,-0.116186,0.194603,0.004412,30.273667
700223214,0.195992,0.938721,-0.255578,0.034248,0.074309,-0.185687,30.158113
800255102,0.960615,-0.336380,0.404182,0.023025,-0.087637,-0.178537,30.183976
900286989,-1.427036,1.492386,2.744725,-0.079752,0.117463,-0.332574,30.218402
1000318877,-0.842100,1.029581,0.775824,0.006415,-0.101249,-0.075788,30.338816
1100350765,-0.679737,2.464351,-0.343347,0.085964,-0.015863,0.074661,30.315886
1200382653,0.298339,-0.243459,0.469543,-0.084274,-0.072000,-0.131386,30.251960
1300414540,-0.541906,2.686600,-0.595800,-0.007200,0.062109,0.063613,30.256397
1400446428,-1.070387,-1.157983,-0.476567,-0.080602,-0.019208,0.039839,30.325009
1500478316,1.117431,1.547395,-2.283631,-0.213518,0.523653,-0.295188,30.326998
1600510204,-0.762982,4.816083,0.940679,-0.123900,0.557118,-0.361994,30.338238
1700542091,-2.093384,1.877520,0.027201,-0.164098,0.492431,-0.192155,30.374009
1800573979,-3.492698,2.542673,-0.637678,-0.089623,0.371017,-0.172833,30.396030
1900605867,5.220654,-7.018679,-2.979460,0.104784,0.427338,-0.099852,30.381611
2000637755,0.278759,2.012011,-0.092071,0.327177,0.119473,0.214078,30.326505
2100669642,-11.341830,-14.217890,1.236039,-0.022343,-1.363251,0.712805,30.258203
2200701530,-0.282579,4.429576,4.989847,0.456241,-1.595522,1.060393,30.280343
2300733418,-7.379650,-5.458664,-2.071523,0.720376,-0.911324,0.845556,30.327789
2400765306,2.235970,0.886784,-0.083330,0.503693,-0.714465,0.530178,30.178944
2500797193,4.223875,2.169575,-2.097505,0.263511,-0.012895,0.175963,30.185998
2600829081,1.325998,1.789584,3.303509,0.219007,0.483483,-0.139975,30.171099
2700860969,6.037461,2.774728,1.193210,-0.198147,0.740897,-0.276771,30.070517
