timestampNs,ax,ay,az,gx,gy,gz,speedMps
0,-1.596916,-2.804389,-0.781083,0.440583,0.282388,-0.210257,15.821944
100210526,-3.667440,-5.732867,0.134185,-0.082308,-0.125038,0.007069,15.866102
200421052,-2.156068,-5.572309,1.211095,-0.345640,-0.043065,-0.152829,15.862723
300631578,3.388082,-5.396409,0.719708,-0.082856,0.166100,0.170068,16.046250
400842105,1.452512,-2.010161,1.596495,-0.041758,0.203925,-0.407253,15.937611
501052631,-1.857564,-0.832812,1.413805,0.092762,0.025671,0.017934,16.017921
601263157,3.458294,0.011514,0.154708,0.463040,0.179685,-0.241618,16.188498
701473684,0.768964,-4.310649,0.402396,0.508044,0.065372,-0.163940,16.223203
801684210,-1.635385,-0.647844,-1.489261,0.424270,0.107690,-0.279674,16.232059
901894736,0.511539,-0.123969,-1.399841,0.103443,-0.121872,0.059072,16.178989
1002105263,-2.876913,-2.230246,-0.699998,0.038598,0.047288,-0.030877,16.440699
1102315789,1.019855,-2.672682,-0.499731,-0.033240,-0.160474,-0.056389,16.329464
1202526315,2.825742,-0.478677,-0.310554,-0.318755,0.022131,0.200217,16.261642
1302736842,-1.291237,0.309296,-0.019510,-0.475599,-0.207514,0.107395,16.328254
1402947368,-2.524186,-4.144784,1.319843,-0.333860,0.047909,0.021746,16.436791
1503157894,1.621792,-3.115266,0.116921,-0.080597,0.080563,0.076152,16.206968
1603368421,1.106805,-1.472932,0.456744,0.130779,0.069600,-0.236476,16.329574
1703578947,-4.394401,-4.030758,1.744805,0.402822,0.285746,-0.264910,16.408509
1803789473,-3.058574,-0.566076,0.417742,-0.046843,0.052288,0.039100,16.496835
1903999999,1.298368,1.042858,-0.387410,-0.050532,-0.131202,-0.001785,16.346378
2004210526,0.811107,-1.304437,-0.157803,-0.047957,-0.040938,0.045168,16.526111
2104421052,0.656306,-2.448453,0.373132,-0.011808,-0.000937,-0.115899,16.526553
2204631578,-2.199128,-1.154284,0.275078,0.093971,0.077999,-0.264090,16.535545
2304842105,0.375060,-2.183671,0.360532,0.053997,0.031963,0.109019,16.528058
2405052631,0.168989,0.259488,0.255956,-0.039319,0.008797,-0.164191,16.614702
2505263157,0.191676,0.379143,-0.238784,-0.040527,-0.068307,0.127282,16.695365
