timestampNs,gnssAvailable,lat,lon
0,true,0,0
1000000000,false,0.00022483040147968264,0
2000000000,false,0.0003147625620715557,0
3000000000,false,0.00040469472266342876,0
4000000000,false,0.0004946268832553018,0
5000000000,false,0.0005845590438471749,0
6000000000,false,0.0006744912044390479,0
7000000000,false,0.000764423365030921,0
8000000000,false,0.000854355525622794,0
9000000000,false,0.0009442876862146672,0
10000000000,false,0.00103421984680654,0
11000000000,true,0.0008993216059187306,0
12000000000,true,0.0008993216059187306,0
13000000000,false,0.001124152007398413,0
14000000000,false,0.0012140841679902862,0
15000000000,false,0.0013040163285821592,0
16000000000,false,0.0013939484891740323,0
17000000000,false,0.0014838806497659055,0
18000000000,false,0.0015738128103577784,0
19000000000,false,0.0016637449709496514,0
20000000000,false,0.0017536771315415246,0
21000000000,false,0.0018436092921333977,0
22000000000,false,0.0019335414527252707,0
23000000000,true,0.0017986432118374611,0
